Category,Sub Category,Question,answer A,Answer B,Answer C,Answer D,correct answer,Difficulty,Last used,Frequency,Reg  or TT
,,Which fictional character was also known as Lord Greystoke?,,,,,Tarzan,,4/25/2019,1,
,,"In archery, how many points are awarded for a bullseye?",,,,,10,,4/28/2019,1,
,,"As the waters of the great flood receded, Noah's ark supposedly landed on what mountain located today in what country?",,,,,"""Mt. Ararat, Turkey""",,4/28/2019,1,
,,What type of animal is the North American Roadrunner?,,,,,Bird,,4/28/2019,1,
,,"In pool, what color is the 2-ball?",,,,,Blue,,4/28/2019,1,
,,What article of attire is known as a corset around police precincts?,,,,,Bulletproof vest,,4/28/2019,1,
,,"Death Valley is the lowest point in which state? ""California""",,,,,California,,4/28/2019,1,
,,True or False Drew Barrymore plays Adam Sandler’s love interest on Happy Gilmore?,,,,,False It was Julie Bowen,,4/28/2019,1,
,,Name the actor who plays Harry in Dumb and Dumber?,,,,,Jeff Daniels,,4/28/2019,1,
,,Who directed the film blazing saddles?,,,,,Mel Brooks,,4/28/2019,1,
,,"Who played Al Pacino's attorney in the 1993 movie ""Carlito's Way""?",,,,,Sean Penn,,4/28/2019,1,
,,It’s a drug that minimizes symptoms of allergies. Benadryl is an over the counter one?,,,,,antihistamine,,4/29/2019,1,
,,"This ""C"" word is the ingredient that makes a Blue Hawaiian blue:",,,,,curacao (Ker-a sow),,4/29/2019,1,
,,"This ""d"" word in cooking means to coat food with a dry ingredient like flour?",,,,,dredge,,4/29/2019,1,
,,"According to their theme song, they're the modern stone-age family?",,,,,Flintstones,,4/29/2019,1,
,,"Besides veal, the other meat found in a traditional veal cordon bleu?",,,,,ham,,4/29/2019,1,
,,This fruit named for the islands of Southernmost Florida is bitter rather than sour?,,,,,key lime,,4/29/2019,1,
,,"Regular exercise can boost this, the sum of the chemicals processes in the body whose name is from the Greek for change?",,,,,metabolism,,4/29/2019,1,
,,"Most humans have 33 vertebrae, 7 of them cervical, meaning they are in this part of the body?",,,,,neck,,4/29/2019,1,
,,"The lowest pitched of the brass instruments, its name is from Latin for trumpet?",,,,,tuba,,4/29/2019,1,
,,This 6-letter word means the return of a tennis ball before it hits the ground?,,,,,volley,,4/29/2019,1,
,,A typical family dog has how many toes,,,,,16,,4/30/2019,1,
,,What language is spoken by the most people on the continent of Africa?,,,,,English,,4/30/2019,1,
,,Who directed the Halloween series of films?,,,,,John Carpenter,,4/30/2019,1,
,,All known elements are organized in something called what?,,,,,Periodic table,,4/30/2019,1,
,,Digestion typically releases what chemical that makes you happy?,,,,,Serotonin,,4/30/2019,1,
,,Which Author is associated with castle rock Maine?,,,,,Stephen King,,4/30/2019,1,
,,"In the Iliad, Greek forces besiege the people of what kingdom?",,,,,Troy,,4/30/2019,1,
,,Yellowstone National Park is located in what state?,,,,,Wyoming,,4/30/2019,1,
,,How many millimeters are there in 2 centimeters?,,,,,20,,5/1/2019,1,
,,What's the smallest type of tree in the world?,,,,,Bonsai,,5/1/2019,1,
,,"Which Spice did David Beckham marry? a) sporty, b) baby, or c) Posh?",,,,,c) posh,,5/1/2019,1,
,,"What was Pixar's first movie? a) Monsters, inc, b) cars or c) Toy Story?",,,,,c) toy story,,5/1/2019,1,
,,What does a golf ball have that reduces drag?,,,,,dimples,,5/1/2019,1,
,,"In the U.S. we have dollars, in Britain they have what?",,,,,pounds,,5/1/2019,1,
,,Orange is made by mixing which two colors?,,,,,red and yellow,,5/1/2019,1,
,,Sangha Monks and Nuns are found in which religion?,,,,,Buddhism,,5/2/2019,1,
,,What lamp was billed in the 60’s as having “a motion for every emotion”?,,,,,Lava Lamp,,5/2/2019,1,
,,What optical component is named for the bean whose shape it resembles?,,,,,Lens,,5/2/2019,1,
,,"With the tagline “Be our Guest” which 2017 film grossed $174,750,616 during its opening weekend?",,,,,Beauty and the Beast,,5/5/2019,1,
,,"What do you get when you cross a goat and a sheep? A Soat, A Geep, or a Ram?",,,,,Geep,,5/5/2019,1,
,,The two-cent piece was the first US coin to feature which phrase?,,,,,In God we trust,,5/5/2019,1,
,,If a coffee bean is darker will the caffeine content be higher or lower?,,,,,Lower,,5/5/2019,1,
,,Solve this sports math question: The number of majors Tiger Woods has won multiplied by the number of Superbowl’s Brett Favre has won?,,,,,(15x1) = 15,,5/6/2019,1,
,,"The abbreviation, ""xyz"" is most commonly used to mean this?",,,,,examine your zipper,,5/6/2019,1,
,,In what South American Country did religious fanatic Jim Jones and more than 900 of his followers commit suicide in 1978?,,,,,Guyana,,5/6/2019,1,
,,"Who lives at #4, Privet Drive?",,,,,Harry Potter,,5/6/2019,1,
,,"Sure, Tiger won The Masters recently, but who won it last year?",,,,,Patrick Reed,,5/6/2019,1,
,,How many gold medals does Michael Phelps have?,,,,,23,,5/7/2019,1,
,,In which country was the Michelin tire company founded in 1889?,,,,,France,,5/7/2019,1,
,,Who is Prince William married to?,,,,,Kate Middleton,,5/7/2019,1,
,,What is the more common name for Naris?,,,,,Nostril,,5/7/2019,1,
,,"Who played the title role in the 2005 film ""Capote""?",,,,,Philip Seymour Hoffman,,5/7/2019,1,
,,What was the first major battle of the Civil War?,,,,,Bull Run,,5/8/2019,1,
,,"In their mines, what do the seven dwarfs dig for?",,,,,Diamonds,,5/8/2019,1,
,,"This word for a large system of stars comes from the Greek for ""milk"".",,,,,Galaxy,,5/8/2019,1,
,,What is the last name of the Brothers who created the Evil or Wicked Queen?,,,,,Grimm,,5/8/2019,1,
,,What was the last name of the Doctor who was “The fugitive” in the movie or tv series “the Fugitive”,,,,,Kimble or Sheppard,,5/8/2019,1,
,,"What German city derives its name from the Old High German language meaning ""by the monks""?",,,,,Munich,,5/8/2019,1,
,,Whose illustrations were often found on the cover of the Saturday Evening Post?,,,,,Norman Rockwell,,5/8/2019,1,
,,Which strategy game is named for a Shakespeare play?,,,,,Othello,,5/8/2019,1,
,,Beef cooked in a pastry case is known as this 10-letter Beef?,,,,,Wellington,,5/8/2019,1,
,,Who originally provided the voice of Howdy Doody?,,,,,Buffalo Bob Smith,,5/9/2019,1,
,,Inflammation of the synovial bursa of the great toe is more commonly called this.,,,,,Bunion,,5/9/2019,1,
,,"Name the lead singer of the rock band, Foo Fighters.",,,,,Dave Grohl,,5/9/2019,1,
,,"What precious gem is mentioned in the nursery rhyme Twinkle, Twinkle Little Star?",,,,,Diamond,,5/9/2019,1,
,,What is the capital city of Peru?,,,,,Lima,,5/9/2019,2,
,,"Heming said his Paris days were like one of these, a phrase for a religious celebration that does not have a fixed date",,,,,moveable feast,,5/9/2019,1,
,,Someone who is this is said to have a “bun in the oven”.,,,,,Pregnant,,5/9/2019,1,
,,"In poker, someone who is looking through the un-dealt deck of cards is said to be doing what? Rabbit Hunting, Deer Hunting, or Chicken Hunting",,,,,Rabbit Hunting,,5/9/2019,1,
,,"In Greek mythology, who did the cyclops forge thunderbolts for?",,,,,Zeus,,5/9/2019,1,
,,How many seasons did the show Breaking Bad run for?,,,,,5,,5/12/2019,1,
,,How many inches are there in 2 yards?,,,,,72,,5/12/2019,1,
,,In what year was Andrew Jackson inaugurated as the seventh President of the United States?,,,,,1829,,5/12/2019,1,
,,The first episode of HBO’s prison drama Oz aired in what year?,,,,,1997,,5/12/2019,1,
,,"The American funk band, Rufus, is known for launching the career of what Grammy Award-winning R&B singer?",,,,,Chaka Khan,,5/12/2019,1,
,,What record label was founded in a dorm room at New York University?,,,,,Def Jam,,5/12/2019,1,
,,In what U.S. city can you visit the iconic Bellagio Hotel?,,,,,Las Vegas,,5/12/2019,1,
,,Who is head coach of the Seattle Seahawks NFL team?,,,,,Pete Carroll,,5/12/2019,1,
,,"What fictional sport is played with Quaffles, Bludgers, and a Golden Snitch?",,,,,Quidditch,,5/12/2019,1,
,,"Established in 1829, it’s the oldest brewery in the U.S.?",,,,,Yuengling,,5/12/2019,1,
,,"Film maker John Singleton, the first african american and youngest person ever to receive an oscar nomination for best director, died at the age of 51. The movie that first made him famous was a) Higher learning, b) boyz in the hood or c) poetic justice?",,,,,b) boyz in the hood,,5/13/2019,1,
,,What is the capital of Thailand,,,,,Bangkhok,,5/13/2019,1,
,,"The diameter of the earth's moon is a) 2.158 miles, b) 21.58 miles or c) 2158.8 miles?",,,,,c) 2158.8 miles,,5/13/2019,1,
,,How many rings come together to form the emblem of the olympic games?,,,,,five,,5/13/2019,1,
,,"If someone has hepatitis A, which organ is affected?",,,,,liver,,5/13/2019,1,
,,Second place finisher Country House won the Kentucky Derby recently after first-place finisher _____ was disqualified for an on- track foul?,,,,,Maximum Security,,5/13/2019,1,
,,"In baseball, whose nickname was Mr. October?",,,,,Reggie Jackson,,5/13/2019,1,
,,"Michaelangelo's ""Pieta"" is one of many masterpieces he created. This one is significant though because it was the first and only time he ever did what?",,,,,signed it,,5/13/2019,1,
,,Which liquor is made from the blue agave plant?,,,,,Tequila,,5/13/2019,1,
,,"This Caribbean islands begins with the letter A, belongs to the Netherlands and is mentioned in the song Koko by the beach boys.",,,,,Aruba,,5/14/2019,1,
,,"Born Feb. 11, 1979 in Macomb MS, this singer/actress was the star of the TV series Moesha",,,,,Brandy,,5/14/2019,1,
,,The Marine Parkway-Gil Hodges Memorial Bridge connects the Rockaways to this NYC borough where Gil played,,,,,Brooklyn,,5/14/2019,1,
,,"Dusted with sugar & cinnamon, these slender pastries have a Spanish name that may refer to their place of origin",,,,,Churros,,5/14/2019,1,
,,A decline in the value of a property is this term? Hint” 12 letters.,,,,,depreciation,,5/14/2019,1,
,,"This is an intrusion on a personal territory, right, etc. It can also mean a penalty in which a defensive football player is positioned in the neutral zone at the start of a play?",,,,,encroachment,,5/14/2019,1,
,,The Mackinac Bridge connects the Upper & Lower Peninsulas in this state,,,,,Michigan,,5/14/2019,1,
,,"What sunglasses did Tom Cruise where in the 1986 movie ""Top Gun""? Brand and style",,,,,Ray Ban Aviators,,5/14/2019,1,
,,"What are the names of the two actors whose characters get stuck traveling together in the movie ""Trains Planes & Automobiles""?",,,,,Steve Martin and John Candy,,5/14/2019,1,
,,"To get lipstick out of washable clothing, dab the stain with the isopropyl type of this?",,,,,alcohol,,5/15/2019,1,
,,By studying lunar eclipses this greek philosopher proved that the earth was ball-shaped?,,,,,Aristotle,,5/15/2019,1,
,,This liquor turns a shamrock and grasshopper drinks green?,,,,,Crème de menthe,,5/15/2019,1,
,,He hosted Soul Train from 1971 to 1993?,,,,,Don Cornelius,,5/15/2019,1,
,,It’s a chinese of a pancake-shaped omelet with a mix of chopped foods?,,,,,Egg foo young,,12/21/2022,2,
,,Hit the water and paddle your own boat of this type with a palindromic name?,,,,,kayak,,12/21/2022,2,
,,This “L” word means a book in which financial accounts are recorded?,,,,,ledger,,12/21/2022,2,
,,Creedence Clearwater Revival and Ike and Tina Turner have this title song in common?,,,,,Proud Mary,,12/21/2022,2,
,,This word for a french stew is pronounced the same as a pasta sauce brand?,,,,,ragout,,12/21/2022,2,
,,"Considered one of the oldest sports in America, Hawaiians did it before Columbus discovered America?",,,,,surfing,,12/21/2022,2,
,,Which number on your computer keyboard is also the $ sign?,,,,,4,,5/16/2019,1,
,,"Which of the following have no right angle? a) cube, b) rectangle or c) rhombus?",,,,,c) rhombus,,5/16/2019,1,
,,"From which animal does the Galapagos islands take their name? a) horse, b) Iguana or c) tortoise?",,,,,c) tortoise,,5/16/2019,1,
,,Which element of the periodic table is named after the sun?,,,,,Helium,,5/16/2019,1,
,,Who is the oldest of the Kardashian sisters?,,,,,Kourtney,,5/16/2019,1,
,,"In medical terms what is ""hypotension""?",,,,,low blood pressure,,5/16/2019,1,
,,Name the craft of knotting threads to create decorative yet useful objects,,,,,Macrame,,5/16/2019,1,
,,"Originally titled Murderer, which female popstar had a 2006 chart topper with the song unfaithful?",,,,,Rihanna,,5/16/2019,1,
,,"In which English Abbey, would you find Poets' Corner",,,,,Westminster,,5/16/2019,1,
,,"Jackson, Johnson and Carnegie. What first name do they all have in common?",,,,,Andrew,,5/20/2019,3,
,,Tony Kukoc (Coo-coach) of Croatia gained fame in the Unites States playing this sport?,,,,,Basketball,,5/20/2019,3,
,,"Before taking the Russian throne in 1762, she changed her name, her language and her religion?",,,,,Catherine the Great,,5/20/2019,3,
,,To get into this event at the white house March 31. 1997 you had to have a 3-to-6-year-old kid with you?,,,,,Easter egg hunt,,5/20/2019,3,
,,Name the 3 countries that make up the island of Great Britain?,,,,,"England, Scotland and Wales",,5/20/2019,3,
,,"This French sauce made with butter, egg yolks and lemon juice is named for another country?",,,,,Hollandaise sauce,,5/20/2019,3,
,,Pep-o-mint was the first flavor of these?,,,,,Life savers,,5/20/2019,3,
,,"After baseball, he published my prison without bars in 2004?",,,,,Pete Rose,,5/20/2019,3,
,,This 1987 Danny Devito film pays homage to a classic 1951 Hitchcock film?,,,,,Throw momma from the train,,5/20/2019,3,
,,This December birthstone is the state gem of Arizona and New Mexico?,,,,,turquoise,,5/20/2019,3,
,,This famous street in New Orleans comes alive at night and often produces the morning hangover?,,,,,Bourbon Street,,5/21/2019,1,
,,What swallowed an alarm clock in Peter Pan?,,,,,Crocodile,,5/21/2019,1,
,,"Appearing on the show in 1982, who was the youngest person to ever host Saturday Night Live?",,,,,Drew Barrymore,,5/21/2019,1,
,,What is the scientific scale for measuring the hardness of rocks?,,,,,Moh’s,,5/21/2019,1,
,,"The first cranial nerve, it’s responsible for the sense of smell?",,,,,Olfactory nerve,,5/21/2019,1,
,,"In horse racing, which triple crown race is held on Long Island?",,,,,Belmont,,5/22/2019,1,
,,"A group of rhinos is called this, like an unexpected meeting of two automobiles?",,,,,crash,,5/22/2019,1,
,,Which “f” word is the french term for the front of a building?,,,,,facade,,12/21/2022,2,
,,"Famous for the coffee grown there, the blue mountains are the highest range on this Caribbean island?",,,,,Jamaica,,12/21/2022,2,
,,In 1975 this hard rocking group made its top 40 debut with rock and roll all night?,,,,,Kiss,,5/22/2019,1,
,,It was the first company to build diesel powered cars?,,,,,Mercedes Benz,,5/22/2019,1,
,,"These greyish-blue seeds used to garnish the tops of bread and pastries are so tiny that 900,000 equal a pound?",,,,,poppy,,5/22/2019,1,
,,Which U.S. store chains named after the first mate in Moby Dick,,,,,Starbucks,,5/22/2019,1,
,,This 1973 Eagles song title is a cocktail made with orange juice?,,,,,Tequila sunrise,,5/22/2019,1,
,,The 4-H clubs are an extension service of this U.S. cabinet?,,,,,agriculture,,5/23/2019,1,
,,In 1996 this vampire cereal from general mills added swirled ghost marshmallows?,,,,,Count Chocula,,5/23/2019,1,
,,There are only 12 letters in the alphabet of these American Islands?,,,,,Hawaii,,5/23/2019,1,
,,"The red delicious apple, originally called the Hawk eye was discovered in this state?",,,,,Iowa,,12/21/2022,3,
,,"Common in Hawaii, a fire fountain is a stream of this issuing from a vent in the ground?",,,,,Lava,,5/23/2019,1,
,,"When asked if she wore falsies this 50’s sex symbol said, “Those who know me better, know better”?",,,,,Marilyn Monroe,,5/23/2019,1,
,,This Spanish word for sauce is also a Latin dance?,,,,,salsa,,5/23/2019,1,
,,"In the 60’s, this man and woman made their first record as Caesar and Cleo?",,,,,Sonny & Cher,,5/23/2019,1,
,,This west coast school boasts a column fragment from the area of the ancient city of Troy?,,,,,University of Southern California,,5/23/2019,1,
,,"A pleasure carriage with a raised driver’s seat, or the 19th century British queen for whom it was named?",,,,,Victoria,,5/23/2019,1,
,,"In the NBA, where do the Hawks come from?",,,,,Atlanta,,5/26/2019,1,
,,Which animal has the longest gestation period lasting upwards of 660 days?,,,,,elephant,,5/26/2019,1,
,,What sensory organ do starfish have at the end of each arm?,,,,,eye,,5/26/2019,1,
,,Name the 4 U.S. states that end in the letter “o”?,,,,,"Idaho, Ohio, New Mexico and Colorado",,5/26/2019,1,
,,"In Spanish, the name of this cocktail, usually garnished with a lime means daisy?",,,,,Margarita,,5/26/2019,1,
,,Rear Admiral Robert E. Peary was the first person to reach this?,,,,,North Pole,,12/21/2022,2,
,,This name for a group of owls starts with the letter “p”?,,,,,Parliament,,5/26/2019,1,
,,The first three cards turned right side-up in Texas Hold-‘em poker are called what?,,,,,The flop,,5/26/2019,1,
,,What novel won John Steinbeck a Pulitzer prize in 1940?,,,,,The grapes of wrath,,5/26/2019,1,
,,These are caused by water displacement because of an undersea earthquake or landslide?,,,,,"""tsunamis"" (tidal wave is not correct)",,5/27/2019,1,
,,"What does A.M. stand for as in, “it is 10AM”? Morning or before noon is not correct. Answer",,,,,Ante meridiem,,5/27/2019,1,
,,"In the Wild West jail was known by this, also a part of a train.",,,,,Caboose,,5/27/2019,1,
,,"What make of car is named after the founder of Detroit? Pinto, Cadillac, or Chevy",,,,,Cadillac,,5/27/2019,1,
,,"Name the first white artist to perform on Soul Train. He sang “Mama Can’t Buy You Love” in 1979. Was it K.C., Elton John, or Rod Stewart",,,,,Elton John,,5/27/2019,1,
,,"Lincoln, McKinley, and Kennedy were all shot on this day of the week.",,,,,Friday,,5/27/2019,1,
,,"In the Disney film Pocahontas, whose necklace was given to Pocahontas? Answer",,,,,Her Mothers,,5/27/2019,1,
,,Who ruined his campaign to be Mayor of New York when he stabbed his wife with a pair of scissors answer,,,,,Norman Mailer,,5/27/2019,1,
,,Gary Hall JR is associated with which Summer Olympic sport?,,,,,Swimming,,5/27/2019,1,
,,Elin Nordegren is the ex-wife of what professional athlete?,,,,,Tiger Woods,,5/27/2019,1,
,,"Within a year, what year did the Belin Wall cone down?",,,,,1988,,5/28/2019,1,
,,"This American actor/comedian released the comedy albums, “They’re all gonna laugh at you” and “What the hell happened to me”?",,,,,Adam Sandler,,5/28/2019,1,
,,Winona Ryder played Lydia in this 1988 Tim Burton classic?,,,,,Beetlejuice,,5/28/2019,1,
,,"An extremely popular fad in the 70’s, what color should a mood ring supposedly be if you’re happy? Blue, light blue, or dark blue",,,,,Dark blue,,5/28/2019,1,
,,"Which General famously stated, “I shall return”?",,,,,Douglas MacArthur,,5/28/2019,1,
,,You hear Marco Polo’s name a lot at swimming pools but where is he from?,,,,,Italy,,5/28/2019,1,
,,"In Elton John’s 1972 hit song rocket man, which planet is cold as hell?",,,,,Mars,,5/28/2019,1,
,,"What boot wearing singer sang the 1967 Bond theme song, “You only live twice”?",,,,,Nancy Sinatra,,5/28/2019,1,
,,My partnership with Mia Farrow came to an abrupt end in 1992 when I dumped her for her 20-year old adopted daughter?,,,,,Woody Allen,,5/28/2019,1,
,,What is the value of X in the game of scrabble?,,,,,8,,5/29/2019,1,
,,"What do you call a group of unicorns? A) blessing, B) gallop or c) cloud",,,,,blessing,,5/29/2019,1,
,,"Sunday, February 25th, 1942 was the first time the New York times featured this?",,,,,Crossword puzzle,,5/29/2019,1,
,,Which non-alcoholic cordial is made with pomegranates?,,,,,grenadine,,5/29/2019,1,
,,What was the rolling stones 1st #1 hit?,,,,,It’s all over now,,5/29/2019,2,
,,Who wrote the opera Madam Butterfly?,,,,,Puccini,,5/29/2019,1,
,,"The final line in this 1959 comedy starring Marilyn Monroe and Tony Curtis is, “Nobody’s perfect”?",,,,,Some like it hot,,5/29/2019,1,
,,Crazy Horse and Sitting bull were born in what state?,,,,,South Dakota,,5/29/2019,1,
,,Which spirit is mixed with ginger beer to form a Moscow mule?,,,,,vodka,,5/29/2019,1,
,,"Which is the only country in the world to display a bible on its national flag? A) Dominican Republic, b) Haiti or c) El Salvador?",,,,,Dominican Republic,,5/30/2019,1,
,,The national weather service prepares two of these: short range and extended?,,,,,forecasts,,5/30/2019,1,
,,"Nautically speaking, it’s the serving dish for your thickened meat juice?",,,,,Gravy boat,,5/30/2019,1,
,,"In 1811, she published Sense and sensibility at her own expense?",,,,,Jane Austen,,5/30/2019,1,
,,Which Beatle’s middle name was Winston?,,,,,John Lennon,,5/30/2019,1,
,,This natural childbirth method was introduced at a maternity hospital in France in the 1950’s?,,,,,Lamaze,,5/30/2019,1,
,,"According to a famous tv theme, this tiny ship was tossed?",,,,,SS Minnow (minnow acceptable),,5/30/2019,1,
,,"Don Felder, Randy Meisner, Joe Walsh, Glenn Frey and Don Henley?",,,,,The Eagles,,5/30/2019,1,
,,Norway and Alaska are each known as the land of this?,,,,,The midnight sun,,5/30/2019,1,
,,Hit the caps lock on the #8 on your computer and get this symbol?,,,,,asterisk,,6/2/2019,1,
,,"Because the rotation keeps the juices moving, rotisserie chicken is self this, a process of adding moisture?",,,,,basting,,6/2/2019,1,
,,"Named by UNESCO in 2004, this city is the literary and literal capital of Scotland?",,,,,Edinburgh,,6/3/2019,1,
,,"In photography, these lens attachments include polarizing, star and neutral density?",,,,,filters,,6/3/2019,1,
,,This trail was a logistical system that ran from North Vietnam to South Vietnam?,,,,,Ho Chi Minh trail,,6/3/2019,1,
,,"Which classic Christmas film claimed that every time a bell rings, an angel gets its wings?",,,,,It’s a wonderful life,,12/12/2022,2,
,,"Which singer/songwriter sang, “I’ll have to say I love you in a song”?",,,,,Jim Croce,,6/3/2019,1,
,,What item is St. Peter traditionally depicted as holding?,,,,,keys,,6/3/2019,1,
,,"You might think Georgia would have chosen this tree as its state tree, but it didn’t; Texas did?",,,,,Pecan,,6/3/2019,1,
,,Name the famous actress who was married to Orson Wells from 1943 to 1947?,,,,,Rita Hayworth,,6/3/2019,1,
,,"Among this state university’s songs are, A hymn to queens and in a quaint old jersey town",,,,,Rutgers,,6/3/2019,1,
,,"What does the acronym, “WYSIWYG” stand for?",,,,,What you see is what you get,,6/3/2019,1,
,,What is 20 percent of 20?,,,,,4,,6/4/2019,1,
,,The young of beavers and squirrels are called the same as the young of which common pet?,,,,,Cat (kittens),,6/4/2019,1,
,,"What color code represents a life-threatening emergency, in hospital lingo?",,,,,code blue,,6/4/2019,1,
,,"Who were known by GI's in World War II as ""Hit & Muss""? answer",,,,,Hitler and Mussolini,,6/4/2019,1,
,,What sports figure was known as the Golden Bear,,,,,Jack Nicklaus,,11/22/2022,2,
,,What type of music did Benny Goodman play?,,,,,Jazz,,6/4/2019,1,
,,"Who won the 1st Grammy Award for her song ""Killing Me Softly"" and who covered it in 1996?",,,,,"Roberta Flack, and the Fugees",,6/4/2019,1,
,,What was the name of Ryan Gosling ‘s character in La La Land? 1st name only.,,,,,Sebastian,,6/4/2019,1,
,,What was the name of the 1995 high-tech thriller film which starred Sandra Bullock?,,,,,THE NET,,6/4/2019,1,
,,Who founded the Death Row label with Marion “Suge” Knight?,,,,,Dr. Dre,,6/5/2019,1,
,,What is the only month used in the NATO phonetic alphabet?,,,,,November,,6/5/2019,1,
,,What is the capital of Costa Rica?,,,,,San Jose,,6/5/2019,1,
,,Which tv gangster owned the nightclub called the “Ba Da Bing”?,,,,,Tony Soprano,,6/5/2019,1,
,,The 2 SEC schools that have bulldogs as mascots are Mississippi State and this school?,,,,,University of Georgia,,6/5/2019,1,
,,What’s the most famous sculpture on display at the Louvre?,,,,,Venus De Milo,,6/5/2019,1,
,,In which U.S. state is John F. Kennedy buried?,,,,,Virginia (Arlington Cemetery),,6/5/2019,1,
,,A magnum of wine holds right around this many ounces?,,,,,50,,6/6/2019,1,
,,“q.i.d.” seen on prescription labels is an abbreviation for the Latin…. quarter in die which means this?,,,,,4 times a day,,6/6/2019,1,
,,This “c” word is French for steamed fruit or it can be the bowl it’s served in?,,,,,compote,,6/6/2019,1,
,,The letters kp in the military stand for this?,,,,,Kitchen patrol or police,,6/6/2019,1,
,,A contest gave this butter from the Minnesota Cooperative Creameries Association its name?,,,,,Land O’Lakes,,6/6/2019,1,
,,According to the Guinness Book of World Records she is the most successful female recording artist of all time?,,,,,Madonna,,6/6/2019,1,
,,It’s the direct result of rapid expansion and contraction of air in path of a lightning bolt?,,,,,thunder,,6/6/2019,1,
,,"What’s the common bond of these three movies… Top Gun, Tombstone and Batman forever?",,,,,Val Kilmer,,11/28/2022,2,
,,Light and Truth is the motto for this Ivy League School?,,,,,Yale,,6/6/2019,1,
,,"Six years after Chuck Yeager, Jacqueline Cochran became the first woman to do this?",,,,,Break the sound barrier,,6/9/2019,1,
,,To see objects up close this part of the eye thickens?,,,,,lens,,6/9/2019,1,
,,"Before acting, this Colombo star worked as an efficiency expert for the Connecticut state budget bureau?",,,,,Peter Falk,,6/9/2019,1,
,,"On its own it’s a mode of water transportation, at the end of a word it indicates a rank or condition?",,,,,ship,,6/9/2019,1,
,,"While cutting this album, Michael Jackson enlisted Vincent Price to provide a spoken word segment on the title track?",,,,,Thriller,,6/9/2019,1,
,,"Now world-famous, this young Austrian-choral group was established in 1498?",,,,,Vienna Boys choir,,6/9/2019,1,
,,What company has the stock ticker symbol XOM?,,,,,Exxon Mobil,,6/10/2019,1,
,,"About 1 male in 10,000 is born with this bleeding disease where blood lacks certain clotting factors?",,,,,Hemophilia,,6/10/2019,1,
,,"Found chiefly in Australia, the wallaby is a smaller type of this animal?",,,,,kangaroo,,6/10/2019,1,
,,Nicolas Cage won his only acting Oscar for his performance as a suicidal alcoholic in this movie?,,,,,Leaving Las Vegas,,6/10/2019,1,
,,What daytime tv host was inducted into the Pro football of fame in August 2014?,,,,,Michael Strahan,,6/10/2019,1,
,,This largest European tire maker is headquartered in France?,,,,,Michelin,,6/10/2019,1,
,,What is the name of the dog in the Garfield comic strip?,,,,,Odie,,6/10/2019,1,
,,"Who played Walt Disney in the 2013 movie, Saving Mr. Banks?",,,,,Tom Hanks,,6/10/2019,1,
,,In what year were the Boston Red Sox founded?,,,,,1901,,6/11/2019,1,
,,What is the scientific term for an abnormally excessive and persistent fear of heights?,,,,,Acrophobia,,6/11/2019,2,
,,The first Miss America pageant was held in what city?,,,,,Atlantic City (1921),,6/11/2019,2,
,,Norman MacDonnell and John Meston are the creators of what radio and television Western drama?,,,,,Gunsmoke,,6/11/2019,1,
,,What college football award was created by the Downtown Athletic Club?,,,,,Heisman Trophy,,6/11/2019,1,
,,In what U.S. state can you visit the Metropolitan Museum of Art?,,,,,New York,,6/11/2019,2,
,,The Lockhead D-21 with no pilot and designed to self-destruct was a 1960’s example of this type of plane now in the news?,,,,,drone,,6/12/2019,1,
,,This equine condiment is sometimes moistened with vinegar?,,,,,horseradish,,6/12/2019,2,
,,"This former first lady was an editor for Michael Jackson’s autobiography, “Moonwalk”?",,,,,Jacqueline Kennedy Onassis,,6/12/2019,2,
,,Killer whales travel in groups called this?,,,,,pods,,6/12/2019,2,
,,Dustin Hoffman played Raymond Babbit in this 1988 movie?,,,,,Rainman,,6/12/2019,2,
,,Climbing orchids of Madagascar are the main natural source of this ice cream flavor?,,,,,vanilla,,6/12/2019,2,
,,This “v” word is a vivid color also called Chinese red?,,,,,vermillion,,6/12/2019,2,
,,"How many years did the TV show ""I Love Lucy"" run for? 4, 5, or 6.",,,,,6,,6/13/2019,1,
,,What instrument is used for measuring the distance between two points on opposite sides of an object? Answer,,,,,Caliper,,6/13/2019,2,
,,"After two decades of trying, which stock-car racing great finally won his first Daytona 500?",,,,,Dale Earnhardt,,6/13/2019,2,
,,"What band performed the Bond theme song ""A View to a Kill""?",,,,,Duran Duran,,6/13/2019,1,
,,"The popular caterpillar sushi roll features unagi, the Japanese word for what type of sea creature?",,,,,Eel,,6/13/2019,2,
,,"In the 2002 movie ""Spiderman"", what was Peter Parker's profession? Answer",,,,,Photographer,,6/13/2019,2,
,,The Time and Bruno Mars paid tribute to this artist at the 2017 Grammy’s?,,,,,Prince,,6/13/2019,2,
,,Which song did Doris Day sing in three different films?,,,,,Que Sera Sera,,6/13/2019,1,
,,"In radio terms, what does “FM” stand for?",,,,,Frequency Modulation,,6/17/2019,2,
,,What Italian astronomer invented the thermometer in 1592?,,,,,Galileo,,6/17/2019,2,
,,They grow in clusters and range in color from pale green to black?,,,,,Grapes,,6/17/2019,1,
,,He appeared on the very first cover of the Rolling Stone magazine?,,,,,John Lennon,,6/17/2019,2,
,,"Who was the director of the Oscar winning film, Platoon?",,,,,Oliver Stone,,6/17/2019,1,
